Region_ID,Latitude,Longitude,Density_Contrast,Area_Pixels,Is_Undiscovered,Dist_to_Known_km
623,35.5355,-115.46180904522613,0.60924274,1,True,12.136371999315747
1085,35.4285,-115.51909547738693,0.6084224,2,True,16.531623880839135
900,35.4645,-115.54824120603014,0.6080454,1,True,11.867239724777292
739,35.5095,-115.54824120603014,0.60748595,1,True,6.985235048681648
184,35.5745,-115.52010050251256,0.60748523,1,True,5.0706665093871806
734,35.5105,-115.54723618090452,0.607125,1,True,6.9105967989800305
601,35.5385,-115.5502512562814,0.60641897,1,True,3.8875484127527034
438,35.5545,-115.49798994974874,0.60617894,1,True,7.695079856265077
1203,35.4145,-115.53417085427135,0.6059846,1,True,17.608647769594416
490,35.5505,-115.4316582914573,0.60484344,2,True,12.906078391270437
1255,35.4085,-115.52713567839196,0.60484105,1,True,18.426895497834206
747,35.5085,-115.5321608040201,0.60455734,1,True,7.768220856478198
677,35.5235,-115.53417085427135,0.60376674,1,True,6.227415055513072
1002,35.4395,-115.54723618090452,0.6037386,1,True,14.627598508233204
1151,35.4225,-115.42160804020101,0.60362476,1,True,22.877424954089328
77,35.5875,-115.49497487437186,0.6034322,2,True,6.068241613972494
839,35.4815,-115.53015075376884,0.6028225,2,True,10.580614509498547
252,35.5685,-115.46381909547739,0.602661,1,True,9.247804038136099
648,35.5295,-115.53517587939699,0.60206056,3,True,5.619982490520107
505,35.548500000000004,-115.52110552763818,0.6017892,1,True,5.481253856726146
391,35.5585,-115.43467336683418,0.60043937,1,True,12.006759800611825
1067,35.4315,-115.51608040201005,0.60019284,1,True,16.32510801450062
1180,35.4175,-115.53417085427135,0.60000384,1,True,17.282357254542614
1082,35.4285,-115.53517587939699,0.5989221,2,True,16.06452069604796
1083,35.4295,-115.52914572864321,0.5982874,1,True,16.11078073468889
138,35.5795,-115.48793969849247,0.5979306,2,True,7.102087409412666
854,35.4765,-115.5462311557789,0.59772635,1,True,10.597945075879458
817,35.4895,-115.53015075376884,0.59770024,1,True,9.761731987644671
1121,35.4255,-115.50201005025126,0.59756005,1,True,17.522131804067598
1053,35.4325,-115.5070351758794,0.597492,2,True,16.587502569027677
1074,35.4305,-115.5180904522613,0.59699756,2,True,16.356447160253428
59,35.5905,-115.48592964824121,0.5963267,1,True,6.00067943655382
508,35.548500000000004,-115.48391959798995,0.59512544,1,True,9.37105970349722
